SSver,display,maxn,trial,d1obj1,d1obj2,d1obj3,d1obj4,d1obj5,d1obj6,d2obj1,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,d3obj1,d3obj2,d3obj3,d3obj4,d3obj5,d3obj6,cond,tarLoc,tarDis,change,proc1,proc2
v04SCR2,main,96,20,gDot.jpg,ACHANGDIS_scram.jpg,gDot.jpg,Abowlofporrid_scram.jpg,gDot.jpg,origami_scram.jpg,ACHEESEGR_scram.jpg,gDot.jpg,Abox80_scram.jpg,gDot.jpg,paintbrush03_scram.jpg,gDot.jpg,d1obj1,change,d1obj3,d1obj4,d1obj5,d1obj6,1,2,1,Apaperclip6_scram.jpg,,
v04SCR2,main,96,21,ACHEESESL_scram.jpg,gDot.jpg,Aboxofchocola_scram.jpg,gDot.jpg,patioheater_scram.jpg,gDot.jpg,gDot.jpg,ACHEESLIC_scram.jpg,gDot.jpg,Aboxofnotepa4_scram.jpg,gDot.jpg,pdos043072_scram.jpg,d1obj1,d1obj2,change,d1obj4,d1obj5,d1obj6,1,3,1,096CM301000_scram.jpg,,
v04SCR2,main,96,22,gDot.jpg,ACHERRY_scram.jpg,gDot.jpg,Abracelet3_scram.jpg,gDot.jpg,pencil-a_scram.jpg,ACHILDISH_scram.jpg,gDot.jpg,Abrasscr2_scram.jpg,gDot.jpg,pieA_scram.jpg,gDot.jpg,d1obj1,d1obj2,d1obj3,change,d1obj5,d1obj6,1,4,1,Abucket51_scram.jpg,,
v04SCR2,main,96,23,ACHINLAMP_scram.jpg,gDot.jpg,Abreastpump2_scram.jpg,gDot.jpg,piece_scram.jpg,gDot.jpg,gDot.jpg,ACHRIST14_scram.jpg,gDot.jpg,Abrickhomeand_scram.jpg,gDot.jpg,pinballmachine_scram.jpg,d1obj1,d1obj2,d1obj3,d1obj4,change,d1obj6,1,5,1,Acaterpilla11_scram.jpg,,
v04SCR2,main,96,24,gDot.jpg,ACHRISTO3_scram.jpg,gDot.jpg,Abridge9_scram.jpg,gDot.jpg,pinkhoodie_scram.jpg,ACITROEN4_scram.jpg,gDot.jpg,Abrooch100_scram.jpg,gDot.jpg,playjukebox_scram.jpg,gDot.jpg,d1obj1,d1obj2,d1obj3,d1obj4,d1obj5,change,1,6,1,AAIRGAUGE_scram.jpg,,
v04SCR2,main,96,25,gDot.jpg,ACLAM_scram.jpg,gDot.jpg,Abroom23_scram.jpg,gDot.jpg,potatochips2_scram.jpg,ACLARINE5_scram.jpg,gDot.jpg,Abugle12_scram.jpg,gDot.jpg,pretzel_scram.jpg,gDot.jpg,change,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,1,1,2,AKNIFE13_scram.jpg,,
v04SCR2,main,96,26,ACLOGOPE3_scram.jpg,gDot.jpg,Abuilding116_scram.jpg,gDot.jpg,promdress_scram.jpg,gDot.jpg,gDot.jpg,ACLOSET4_scram.jpg,gDot.jpg,Abuilding5_scram.jpg,gDot.jpg,racetrack_scram.jpg,d2obj1,change,d2obj3,d2obj4,d2obj5,d2obj6,1,2,2,Apeanut3_scram.jpg,,
v04SCR2,main,96,27,gDot.jpg,ACLOWSTE5_scram.jpg,gDot.jpg,Abulbprotect2_scram.jpg,gDot.jpg,railroadblock_scram.jpg,ACOATHA44_scram.jpg,gDot.jpg,Abutanco3_scram.jpg,gDot.jpg,redcabbage_scram.jpg,gDot.jpg,d2obj1,d2obj2,change,d2obj4,d2obj5,d2obj6,1,3,2,AAIRPUMP2_scram.jpg,,
v04SCR2,main,96,28,ACOCKSPA4_scram.jpg,gDot.jpg,Abutterdish_scram.jpg,gDot.jpg,redonion_scram.jpg,gDot.jpg,gDot.jpg,ACOCONUT2_scram.jpg,gDot.jpg,Acabinet21_scram.jpg,gDot.jpg,ringbox03_scram.jpg,d2obj1,d2obj2,d2obj3,change,d2obj5,d2obj6,1,4,2,AFENCIN50_scram.jpg,,
v04SCR2,main,96,29,gDot.jpg,ACOFFGRI9_scram.jpg,gDot.jpg,Acabinetdraw8_scram.jpg,gDot.jpg,sandcastle_scram.jpg,ACOFFPOT3_scram.jpg,gDot.jpg,Acabinetwithm_scram.jpg,gDot.jpg,sausage_scram.jpg,gDot.jpg,d2obj1,d2obj2,d2obj3,d2obj4,change,d2obj6,1,5,2,canopy_scram.jpg,,
v04SCR2,main,96,30,ACOFFPOT7_scram.jpg,gDot.jpg,Acactus58_scram.jpg,gDot.jpg,schoolbagA_scram.jpg,gDot.jpg,gDot.jpg,ACOFFTA18_scram.jpg,gDot.jpg,Acactusplant_scram.jpg,gDot.jpg,schoolbus_scram.jpg,d2obj1,d2obj2,d2obj3,d2obj4,d2obj5,change,1,6,2,AWALKMAN2_scram.jpg,,
v04SCR2,main,96,31,gDot.jpg,ACOLOGNE_scram.jpg,gDot.jpg,Acamcorde_scram.jpg,gDot.jpg,scissorsN_scram.jpg,ACOLUMN5_scram.jpg,gDot.jpg,Acamelsculpt2_scram.jpg,gDot.jpg,scooter_scram.jpg,gDot.jpg,change,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,1,1,2,Aflask19_scram.jpg,,
v04SCR2,main,96,32,ACOMB11_scram.jpg,gDot.jpg,Acameo_scram.jpg,gDot.jpg,scrunchie_scram.jpg,gDot.jpg,gDot.jpg,ACONSTHA2_scram.jpg,gDot.jpg,Acamera101_scram.jpg,gDot.jpg,seasponge_scram.jpg,d2obj1,change,d2obj3,d2obj4,d2obj5,d2obj6,1,2,2,AWASHRACK_scram.jpg,,
v04SCR2,main,96,33,gDot.jpg,ACOOKOIL_scram.jpg,gDot.jpg,Acamera111_scram.jpg,gDot.jpg,silver-bowl-small_scram.jpg,ACOPPAN10_scram.jpg,gDot.jpg,Acamerabag_scram.jpg,gDot.jpg,skateboard_scram.jpg,gDot.jpg,d2obj1,d2obj2,change,d2obj4,d2obj5,d2obj6,1,3,2,ASNBRD2_scram.jpg,,
v04SCR2,main,96,34,ACOWBELL6_scram.jpg,gDot.jpg,Acampingcoffe_scram.jpg,gDot.jpg,slide_scram.jpg,gDot.jpg,gDot.jpg,ACOWBOYH3_scram.jpg,gDot.jpg,Acampingstov9_scram.jpg,gDot.jpg,snail_scram.jpg,d2obj1,d2obj2,d2obj3,change,d2obj5,d2obj6,1,4,2,26429097.thl_scram.jpg,,
v04SCR2,main,96,35,gDot.jpg,ACRIB18_scram.jpg,gDot.jpg,Acandlehold17_scram.jpg,gDot.jpg,snowflake_scram.jpg,ACROWNPEN_scram.jpg,gDot.jpg,Acandlesnuffe_scram.jpg,gDot.jpg,spoon-a_scram.jpg,gDot.jpg,d2obj1,d2obj2,d2obj3,d2obj4,change,d2obj6,1,5,2,pinecone02_scram.jpg,,
v04SCR2,main,96,36,ACURLER_scram.jpg,gDot.jpg,Acane116_scram.jpg,gDot.jpg,stickcheese_scram.jpg,gDot.jpg,gDot.jpg,ACURLINGI_scram.jpg,gDot.jpg,Acanister10_scram.jpg,gDot.jpg,strawberrytart_scram.jpg,d2obj1,d2obj2,d2obj3,d2obj4,d2obj5,change,1,6,2,ACOOKCUTT_scram.jpg,,
v04SCR2,main,96,37,gDot.jpg,ACUSHIO12_scram.jpg,gDot.jpg,Acantaloupe4_scram.jpg,gDot.jpg,surfboard_scram.jpg,ACUSHIO60_scram.jpg,gDot.jpg,Acarrot_scram.jpg,gDot.jpg,swimming pool_scram.jpg,gDot.jpg,change,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,1,1,2,26463767.thl_scram.jpg,,
v04SCR2,main,96,38,ACUTPIN_scram.jpg,gDot.jpg,Acartofgroce3_scram.jpg,gDot.jpg,tape-a_scram.jpg,gDot.jpg,gDot.jpg,ADART3_scram.jpg,gDot.jpg,Acarvedpumpk2_scram.jpg,gDot.jpg,teapotD_scram.jpg,d2obj1,change,d2obj3,d2obj4,d2obj5,d2obj6,1,2,2,ACUTBOAR2_scram.jpg,,
v04SCR2,main,96,39,gDot.jpg,ADECOSPO4_scram.jpg,gDot.jpg,Acase2_scram.jpg,gDot.jpg,teepee_scram.jpg,ADESKLA12_scram.jpg,gDot.jpg,Acastingladl2_scram.jpg,gDot.jpg,telephoneA_scram.jpg,gDot.jpg,d2obj1,d2obj2,change,d2obj4,d2obj5,d2obj6,1,3,2,26423905.thl_scram.jpg,,
v04SCR2,main,96,40,ADICE_scram.jpg,gDot.jpg,Acementfinish_scram.jpg,gDot.jpg,tofu_scram.jpg,gDot.jpg,gDot.jpg,ADINGHY_scram.jpg,gDot.jpg,Aceramichous2_scram.jpg,gDot.jpg,toiletA_scram.jpg,d2obj1,d2obj2,d2obj3,change,d2obj5,d2obj6,1,4,2,glassjuiceN_scram.jpg,,
v04SCR2,main,96,41,gDot.jpg,ADISHLID2_scram.jpg,gDot.jpg,Aceramicjug10_scram.jpg,gDot.jpg,tomatoslice_scram.jpg,ADOGTOY_scram.jpg,gDot.jpg,Aceramicjug16_scram.jpg,gDot.jpg,train2_scram.jpg,gDot.jpg,d2obj1,d2obj2,d2obj3,d2obj4,change,d2obj6,1,5,2,AMUFFIPAN_scram.jpg,,
v04SCR2,main,96,42,ADOGTOY5_scram.jpg,gDot.jpg,Achair1260_scram.jpg,gDot.jpg,trapezebars_scram.jpg,gDot.jpg,gDot.jpg,ADOORHAN8_scram.jpg,gDot.jpg,Achampagnebo2_scram.jpg,gDot.jpg,tricycle_scram.jpg,d2obj1,d2obj2,d2obj3,d2obj4,d2obj5,change,1,6,2,Awoodenhamme8_scram.jpg,,
v04SCR2,main,96,43,gDot.jpg,ADOORWA69_scram.jpg,gDot.jpg,Acheque_scram.jpg,gDot.jpg,tuba1_scram.jpg,ADOUBHOOK_scram.jpg,gDot.jpg,Achest20_scram.jpg,gDot.jpg,turnip_scram.jpg,gDot.jpg,change,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,1,1,2,Aantiquebuck2_scram.jpg,,
v04SCR2,main,96,44,ADRESSE14_scram.jpg,gDot.jpg,Achildsplaype_scram.jpg,gDot.jpg,underwear_scram.jpg,gDot.jpg,gDot.jpg,ADRIARRA2_scram.jpg,gDot.jpg,Achocolateice_scram.jpg,gDot.jpg,waterfilter_scram.jpg,d2obj1,change,d2obj3,d2obj4,d2obj5,d2obj6,1,2,2,Awoodenbarrel_scram.jpg,,
v04SCR2,main,96,45,gDot.jpg,ADRILL3_scram.jpg,gDot.jpg,Achrisd25_scram.jpg,gDot.jpg,weddingdress_scram.jpg,ADRUM_scram.jpg,gDot.jpg,Aclamp58_scram.jpg,gDot.jpg,wetsuit1_scram.jpg,gDot.jpg,d2obj1,d2obj2,change,d2obj4,d2obj5,d2obj6,1,3,2,AJOYSTIC1_scram.jpg,,
v04SCR2,main,96,46,ADRUM12_scram.jpg,gDot.jpg,Aclamp62_scram.jpg,gDot.jpg,whiteboard_scram.jpg,gDot.jpg,gDot.jpg,ADRUM17_scram.jpg,gDot.jpg,Acleaningbru3_scram.jpg,gDot.jpg,whitemalerobe_scram.jpg,d2obj1,d2obj2,d2obj3,change,d2obj5,d2obj6,1,4,2,Ababycup2_scram.jpg,,
v04SCR2,main,96,47,gDot.jpg,ADRUMSTI4_scram.jpg,gDot.jpg,Aclimbingtool_scram.jpg,gDot.jpg,wok_scram.jpg,ADRYWOOD_scram.jpg,gDot.jpg,Acliplatch_scram.jpg,gDot.jpg,womanpants_scram.jpg,gDot.jpg,d2obj1,d2obj2,d2obj3,d2obj4,change,d2obj6,1,5,2,AOPGLASS_scram.jpg,,
v04SCR2,main,96,48,ADUNEBUGG_scram.jpg,gDot.jpg,Aclock261_scram.jpg,gDot.jpg,woodvase_scram.jpg,gDot.jpg,gDot.jpg,ADUSTER5_scram.jpg,gDot.jpg,Aclog6_scram.jpg,gDot.jpg,workbench_scram.jpg,d2obj1,d2obj2,d2obj3,d2obj4,d2obj5,change,1,6,2,ABULDOZER_scram.jpg,,
v04SCR2,mainBye
